Date,Sales
2020-01-01,12.483570765056164
2020-01-02,9.508209315976396
2020-01-03,13.637453327278866
2020-01-04,18.213537735094583
2020-01-05,9.62684643550241
2020-01-06,9.825949503998423
2020-01-07,19.09146461365514
2020-01-08,15.23103491667588
2020-01-09,9.244593873649668
2020-01-10,14.502463767038387
2020-01-11,9.669815580492191
2020-01-12,9.854988193594856
2020-01-13,13.589623479804034
2020-01-14,3.0089782903143085
2020-01-15,4.145700141329954
2020-01-16,10.153054209066596
2020-01-17,8.093782138052497
2020-01-18,14.921814416439993
2020-01-19,9.002242553888342
2020-01-20,6.671726055452665
2020-01-21,21.251418046028355
2020-01-22,12.983222185084461
2020-01-23,14.637626178373749
2020-01-24,7.3630301176701565
2020-01-25,11.950500516009157
2020-01-26,15.411480481521814
2020-01-27,9.285116805516084
2020-01-28,17.100509536529728
2020-01-29,12.399432547105715
2020-01-30,14.123390200136706
2020-01-31,12.751140248671966
2020-02-01,25.197415429558884
2020-02-02,16.043382278732956
2020-02-03,10.99560665964459
2020-02-04,20.568584541507207
2020-02-05,10.521703422645103
2020-02-06,17.8386220794248
2020-02-07,7.162614880345739
2020-02-08,10.484934347070066
2020-02-09,18.273266814439225
2020-02-10,21.14254631983773
2020-02-11,18.46642468753254
2020-02-12,17.18878970198843
2020-02-13,16.41699990216383
2020-02-14,10.683397172454328
2020-02-15,14.628238940871697
2020-02-16,16.073646340621547
2020-02-17,23.80972274693041
2020-02-18,20.387330170632847
2020-02-19,9.996985853576541
2020-02-20,20.573340945458227
2020-02-21,17.165997140730397
2020-02-22,15.843006043424538
2020-02-23,22.41989280629266
2020-02-24,24.64806054902104
2020-02-25,24.278640500723096
2020-02-26,15.552924492253414
2020-02-27,18.327288220018445
2020-02-28,21.651542309253013
2020-02-29,24.992334907051458
2020-03-01,17.835604009969934
2020-03-02,19.417501540689212
2020-03-03,14.92587231839859
2020-03-04,14.585669376290557
2020-03-05,24.735867234100724
2020-03-06,27.558330757184766
2020-03-07,20.51830669820688
2020-03-08,25.99456080966962
2020-03-09,22.880906701034654
2020-03-10,17.940229021670458
2020-03-11,23.063158534949405
2020-03-12,29.033948891200854
2020-03-13,21.249436418447697
2020-03-14,29.333783442021566
2020-03-15,8.491020005744305
2020-03-16,25.775604881147075
2020-03-17,22.174826498561323
2020-03-18,20.31519150728162
2020-03-19,22.33679473577158
2020-03-20,12.005022403695937
2020-03-21,20.90648608544634
2020-03-22,23.849479107271435
2020-03-23,29.509539990113197
2020-03-24,19.58194646224502
2020-03-25,18.181123942727083
2020-03-26,19.76216097430451
2020-03-27,26.892364933543803
2020-03-28,24.000566923215594
2020-03-29,19.74651209683004
2020-03-30,24.997193442347175
2020-03-31,22.948826191196645
2020-04-01,27.336283034957855
2020-04-02,19.009449062366095
2020-04-03,20.905097279364185
2020-04-04,20.603598855942973
2020-04-05,15.264336594020726
2020-04-06,24.077327389165955
2020-04-07,23.913863718481764
2020-04-08,22.643067282735764
2020-04-09,21.4505337401821
2020-04-10,15.549648219468597
2020-04-11,20.523378173482744
2020-04-12,20.91021348511118
2020-04-13,18.606668378565985
2020-04-14,21.80299201648679
2020-04-15,24.618148579130427
2020-04-16,32.01441692533439
2020-04-17,23.439101399115753
2020-04-18,23.833834233075827
2020-04-19,22.150881757336634
2020-04-20,12.903458353763497
2020-04-21,22.33613794706908
2020-04-22,22.738457663344377
2020-04-23,34.719340283765135
2020-04-24,21.404390069258195
2020-04-25,23.834257903768847
2020-04-26,22.11056964419677
2020-04-27,16.39564728720398
2020-04-28,27.90538369225296
2020-04-29,25.90051236233154
2020-04-30,26.0429530078273
2020-05-01,17.48519440627021
2020-05-02,28.98785858860427
2020-05-03,14.903829397235498
2020-05-04,24.78403631650459
2020-05-05,32.73619045748284
2020-05-06,16.762915156106203
2020-05-07,18.81334392123982
2020-05-08,22.069905603716144
2020-05-09,18.97869694258763
2020-05-10,13.664825231072921
2020-05-11,21.680696383590952
2020-05-12,15.943805915439285
2020-05-13,23.538466044934353
2020-05-14,16.48633181402927
2020-05-15,28.743877702938875
2020-05-16,16.98653007233871
2020-05-17,19.19895317757765
2020-05-18,24.78122027352634
2020-05-19,14.461631690682584
2020-05-20,21.653554753512147
2020-05-21,26.95029104213313
2020-05-22,12.273541918463609
2020-05-23,21.128605657797948
2020-05-24,21.397465450327452
2020-05-25,23.89795773086181
2020-05-26,13.693098968534324
2020-05-27,13.162836873895838
2020-05-28,22.260394972734204
2020-05-29,21.019519532394362
2020-05-30,20.66935377444461
2020-05-31,21.02985125901327
2020-06-01,15.776678088209138
2020-06-02,20.21577637880973
2020-06-03,20.396135525423826
2020-06-04,15.233885187418505
2020-06-05,28.008033001968457
2020-06-06,20.92053786726818
2020-06-07,12.465809225430643
2020-06-08,21.574835193295463
2020-06-09,13.287232944738662
2020-06-10,21.963519230119527
2020-06-11,23.687457186127915
2020-06-12,13.656426655144285
2020-06-13,22.441101740511385
2020-06-14,19.551580772622874
2020-06-15,21.460552757444063
2020-06-16,26.695962306303237
2020-06-17,15.846020950822405
2020-06-18,13.164512866820047
2020-06-19,12.345171252845688
2020-06-20,12.572608979957888
2020-06-21,16.12448607730839
2020-06-22,18.073556030865653
2020-06-23,17.60856925352008
2020-06-24,20.217918567651132
2020-06-25,16.00351733882566
2020-06-26,23.062352952451732
2020-06-27,14.327292954911979
2020-06-28,29.107088195647123
2020-06-29,18.490065918185405
2020-06-30,10.931300729778958
2020-07-01,9.71790884844434
2020-07-02,17.33999073746603
2020-07-03,13.66559756151038
2020-07-04,18.208273291100088
2020-07-05,16.8599457601687
2020-07-06,13.985278315613884
2020-07-07,9.971348842992835
2020-07-08,6.487255997134557
2020-07-09,11.685422917193883
2020-07-10,18.056878714747384
2020-07-11,14.702672563868594
2020-07-12,7.261311482061155
2020-07-13,14.214244224470837
2020-07-14,15.133843497670883
2020-07-15,8.647519130386847
2020-07-16,13.69566399889089
2020-07-17,13.079046199196506
2020-07-18,6.934896553375275
2020-07-19,14.301260663801036
2020-07-20,15.179701537551402
2020-07-21,17.655417968973552
2020-07-22,17.374530969083622
2020-07-23,5.083556948807285
2020-07-24,7.150233504549124
2020-07-25,14.28310918591699
2020-07-26,14.14660304311716
2020-07-27,14.023865168821006
2020-07-28,30.584497007028936
2020-07-29,14.048810275915496
2020-07-30,16.747055041972576
2020-07-31,15.715500924461306
2020-08-01,14.080154560427403
2020-08-02,9.126043565269885
2020-08-03,14.377956579751114
2020-08-04,6.601277761083716
2020-08-05,9.165219821650247
2020-08-06,7.808062321537266
2020-08-07,10.531518174006886
2020-08-08,21.58444946139229
2020-08-09,0.565622557955928
2020-08-10,13.22586458673614
2020-08-11,1.6254625527820004
2020-08-12,7.225763400331845
2020-08-13,14.928497904345333
2020-08-14,9.705446822624964
2020-08-15,3.8976419236754802
2020-08-16,5.614220695094138
2020-08-17,12.495192210653487
2020-08-18,5.35396116356314
2020-08-19,9.998839962711589
2020-08-20,9.057355307760632
2020-08-21,5.4866737779011086
2020-08-22,19.381838937065808
2020-08-23,11.75145272518648
2020-08-24,-1.6217881464566535
2020-08-25,9.3606227955692
2020-08-26,5.046235106904382
2020-08-27,12.546569892221477
2020-08-28,4.253483979403555
2020-08-29,7.576566945162274
2020-08-30,10.611851683705387
2020-08-31,12.354888936926837
2020-09-01,1.9663862844772186
2020-09-02,6.239700548183194
2020-09-03,5.48442624529755
2020-09-04,4.542084217453585
2020-09-05,16.588233726103844
2020-09-06,9.740780062081791
2020-09-07,1.369059036223991
2020-09-08,12.223114842110071
2020-09-09,18.207651263724465
2020-09-10,12.72501968911649
2020-09-11,-0.06555715408523
2020-09-12,5.081515205410044
2020-09-13,13.811444409765645
2020-09-14,3.9155703924440903
2020-09-15,9.652884805774585
2020-09-16,11.289682847864947
2020-09-17,2.76745334705185
2020-09-18,7.092952644874165
2020-09-19,-8.824391425019444
2020-09-20,2.2542757255835246
2020-09-21,6.110554455724663
2020-09-22,1.13458216045509
2020-09-23,15.538587112600341
2020-09-24,0.23179311067337682
2020-09-25,5.1911902089327615
2020-09-26,8.056976882587387
2020-09-27,14.624455110649258
2020-09-28,0.25654962249904223
2020-09-29,13.272410748421775
